ExcavatorID,Date,Notes,Project,GridNumber,PitNumb,GridCoord,Point1,Point2,Point3,BD1Ft,BD1In,BD2Ft,BD2In,BD3Ft,BD3In,BDOrient,N1,N2,N3,Norient,W1,W2,W3,Worient,FieldID
SVG,07/28/2004,,RLP,1939A,91,H-9,,,,14,0,14,6,,,,6,12,,,30,36,,,dermal ossicles
SVG,07/28/2004,,RLP,1939A,91,H-9,Px,Dt,ICC,14,1,14,,14,1.25,,,.25,23,,33,,33.25,,Aves tibiotarsus
SVG,07/28/2004,"The soil in H-9 is kind of strange.  There is a lot of mixing so there is clay mixed with sand.  It’s rather interesting",,,,,,,,,,,,,,,,,,,,,,,
SVG,07/28/2004,,RLP,1939A,91,H-9,Px,Dt,PT,14,,,.25,14,1,,,.25,29.75,,,.25,24.5,,C. dirus left II metacarpal
SVG,07/28/2004,,RLP,1939A,91,H-9,,,,14,0,14,6,,,,30,36,,,,,,,dermal ossicles
SVG,07/28/2004,,RLP,1939A,91,H-9,,,,14,6,,,,,,24,30,,,24,30,,,dermal ossicles
SVG,07/28/2004,,RLP,1939A,91,H-9,,,,14,3.25,,,,,,26,26.5,,,23.5,24,,,Bone Frag
SVG,07/28/2004,,RLP,1939A,91,H-9,,,,14,3,14,4,,,,25.25,27,,,22,23.5,,,Smilodon Navicular
SVG,07/28/2004,,RLP,1939A,91,H-9,,,,14,3,14,3.25,,,,28.5,29,,,30,30.5,,,Bone Frag
SVG,07/28/2004,,RLP,1939A,91,H-9,,,,14,4,14,5.25,,,,4.75,6,,,25.25,27.25,,,Cobble
KEV,07/28/2004,"Here at 7:30 only to discover that the Discovery Channel is here filming mostly in Pit 12 [could be Pit 10, can’t tell – AKT]",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/28/2004,"Nancy Ortiz here at 7:45am.",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/28/2004,"Sam Green here at 8:00am.",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/28/2004,"Came down and glopped.",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/28/2004,"Nancy in H-9 having fun w/ the clay and Sam & I in J-8.",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/28/2004,"Sam on the Western side and myself on the Eastern side.",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/28/2004,"Anne LeMoine here @ 9am.",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/28/2004,"Sam moved to H-9 (Eastern side)",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/28/2004,"Anne in J-8 (Western side)",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/28/2004,"19",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/28/2004,,RLP,2058A,91,J-8,,,,14,5.75,14,6.25,,,,34,36,,,0,5,,,lots o’ wood
KEV,07/28/2004,"I am opening 2058 (j-8) the buckets are labeled as such:",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/28/2004,"RLP 2058A = asphaltic sand",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/28/2004,"RLP 2058B = clay (Brown)",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/28/2004,,RLP,2058A,91,J-8,,,,14,7,14,7.25,,,,15,15.75,,,9.25,9.75,,,Wood
KEV,07/28/2004,"Not in Situ",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/28/2004,"long bone epiph",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/28/2004,,RLP,2058A,91,J-8,,,,14,6,15,,,,,12,18,,,6,12,,,dermal ossicles
KEV,07/28/2004,,RLP,2058A,91,J-8,,,,14,6,14,6.25,,,,13,13.5,,,9,9.5,,,Bone fragments
KEV,07/28/2004,,RLP,2058A,91,J-8,,,,14,6,14,6.5,,,,11.25,12,,,8.5,9.5,,,Bone fragment
KEV,07/28/2004,,RLP,2058A,91,J-8,,,,14,6,14,7.5,,,P to A,18,20,,,13.75,14.5,,,metapodial
KEV,07/28/2004,,RLP,2058A,91,J-8,Px,Dt,FC,14,,,.25,14,7.5,,,.25,20.75,,,.5,30.25,,C. dirus (prox end) femur
KEV,07/28/2004,,RLP,2058A,91,J-8,,,,14,7.75,14,8,,,,20.5,21,,,23.75,24.25,,,Bone fragment
KEV,07/28/2004,,RLP,2058A,91,J-8,,,,14,6.5,14,7,,,,29.75,30.5,,,19.25,20,,,Bone Fragment
KEV,07/28/2004,,RLP,2058A,91,J-8,,,,14,6.25,14,7.5,,,,15.75,18.5,,,23.25,24.25,,,Bone fragment
KEV,07/28/2004,,RLP,2058A,91,J-8,,,,14,6.25,14,6.75,,,,31,31.75,,,17.25,18,,,C. dirus terminal phalanx
KEV,07/28/2004,,RLP,2058A,91,J-8,,,,14,7.5,14,7.75,,,,28.5,29,,,22,22.25,,,Ident Bone fragment
KEV,07/28/2004,,RLP,2058A,91,J-8,,,,14,6,15,,,,,24,30,,,12,18,,,dermal ossicles
KEV,07/28/2004,,RLP,2058A,91,J-8,,,,14,6,15,,,,,24,30,,,6,12,,,dermal ossicles
KEV,07/28/2004,,RLP,2058A,91,J-8,,,,14,6,15,,,,,12,18,,,12,18,,,dermal ossicles
KEV,07/28/2004,"19",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/28/2004,,RLP,2058A,91,J-8,,,,14,5.5,14,5.75,,,,14,15,,,18,19.25,,,ident Bone fragment
KEV,07/28/2004,,RLP,2058A,91,J-8,,,,14,6.75,14,7.25,,,,28,28.5,,,12.5,13.5,,,Bone Fragment
KEV,07/28/2004,,RLP,2058A,91,J-8,,,,14,8.25,,,,,,25.25,125.75,,,12,12.25,,,Bone fragment
KEV,07/28/2004,,RLP,2058A,91,J-8,,,,14,8,14,8.25,,,,24,25,,,12.5,13,,,Wood
KEV,07/28/2004,,RLP,2058A,91,J-8,,,,14,7.75,14,8,,,,24,24.75,,,15.25,15.75,,,Bone fragment
KEV,07/28/2004,,RLP,2058A,91,J-8,,,,14,6,15,,,,,30,,,,6,12,,,dermal ossicles
KEV,07/28/2004,,RLP,2058A,91,J-8,,,,14,6,15,,,,,6,12,,,0,6,,,dermal ossicles
KEV,07/28/2004,,RLP,2058A,91,J-8,,,,14,7,14,7.25,,,,31.25,31.5,,,10,11,,,Wood Bone frag
KEV,07/28/2004,,RLP,2058A,91,J-8,,,,14,6,14,8,,,,13.75,15.5,,,3.25,5.5,,,Glosso bone frag
KEV,07/28/2004,,RLP,2058A,91,J-8,,,,14,6.5,14,7,,,,11.75,13,,,6,6.5,,,Glossotherium bone frag
KEV,07/28/2004,,RLP,2058A,91,J-8,,,,14,7,14,7.5,,,,2.25,3,,,9.25,10.5,,,Bone fragment
KEV,07/28/2004,"Closed up 4:15pm.",,,,,,,,,,,,,,,,,,,,,,,
SVG,07/29/2004,"Gene Moore is here early to keep us company while we get ready to go down into the pit.  We will have a full house today.  H-9 is coming along very quickly we have hit floor in a lot of the grid and now just have to play pickup sticks with the remaining bones.  Judy will be here today and we will see if she feels like hammering out some plaster.",,,,,,,,,,,,,,,,,,,,,,,
SVG,07/29/2004,,RLP,1939A,91,H-9,Px,Dt,FC,14,,,.25,14,3.25,,,.25,24.25,,,.75,23.5,,small mammal femur
SVG,07/29/2004,,RLP,1939A,91,H-9,,,,14,4,14,4.25,,,,28,28.5,,,25.5,26,,,Bone Frag
SVG,07/29/2004,,RLP,1939A,91,H-9,,,,14,2.25,14,3,,,,30.25,31,,,26.25,27,,,Bone Frag
SVG,07/29/2004,,RLP,1939A,91,H-9,,,,14,2.5,14,3.25,,,,27,28,,,18.25,18.5,,,C. dirus terminal phalanx
SVG,07/29/2004,,RLP,1939A,91,H-9,,,,14,1.5,14,2,,,,33.5,35,,,8.5,10,,,Ident Bone Frag
SVG,07/29/2004,,RLP,1939A,91,H-9,Px,Dt,Tub,14,,,.5,14,3,,,.75,23.75,,21,21,21,,C. dirus rib
SVG,07/29/2004,,RLP,1939A,91,H-9,,,,14,3,14,3.25,,,,26.5,27,,,22,22,,,Bone frag
SVG,07/29/2004,,RLP,1939A,91,H-9,,,,14,3,,,,,,26.25,26.5,,,30,,,,Bone Frag
SVG,07/29/2004,,RLP,1939A,91,H-9,,,,14,1,14,3,,,,27.25,28.25,,,27,28.25,,,Bone Frag
SVG,07/29/2004,,RLP,1939A,91,H-9,,,,14,4,,,,,,29,29.25,,,27,28,,,Aves Bone Frag
SVG,07/29/2004,,RLP,1939A,91,H-9,,,,,.5,14,4,,,,28,29,,,22,25.25,,,Bone Frag
SVG,07/29/2004,,RLP,1939A,91,H-9,,,,14,,14,6,,,,30,36,,,6,12,,,dermal ossicles
SVG,07/29/2004,,RLP,1939A,91,H-9,,,,14,3.75,14,4,,,,32.5,33.5,,,7,8,,,Smilodon phalanx
SVG,07/29/2004,,RLP,1939A,91,H-9,,,,14,1,14,1.5,,,,35,1,,,11.5,11.75,,,Bone Fragment
SVG,07/29/2004,,RLP,1939A,91,H-9,,,,14,2,14,3,,,,25.5,26.25,,,30.5,31.25,,,Aves Femur frag
SVG,07/29/2004,,RLP,1939A,91,H-9,not,in,situ,,,,,,,,,,,,,,,,
SVG,07/29/2004,,RLP,1939A,91,H-9,,,,14,1,14,3.75,,,,29.5,32,,,30.5,32.75,,,Bone Frags
SVG,07/29/2004,,RLP,1939A,91,H-9,,,,14,0.5,14,3.5,,,,21.5,24.5,,,34.5,36,,,Wood
SVG,07/29/2004,,RLP,1939A,91,H-9,,,,14,5,14,5.25,,,,19.25,20,,,22,23,,,Bone Frag
SVG,07/29/2004,,RLP,1939A,91,H-9,,,,14,4,,,,,,21.25,21.5,,,33,33.5,,,Bone Frag
SVG,07/29/2004,,RLP,1939A,91,H-9,,,,14,3,14,3.25,,,,26.25,29,,,34,35,,,Bone Frag
SVG,07/29/2004,,RLP,1939A,91,H-9,,,,13,11.5,14,4,,,,29.5,35,,,31.5,33.5,,,Smilodon saber
SVG,07/29/2004,,RLP,1939A,91,H-9,,,,14,3,14,4.5,,,,31,31.5,,,32,33.5,,,Smilodon tooth
SVG,07/29/2004,,RLP,1939A,91,H-9,,,,14,4.5,14,4.75,,,,30,31,,,34.25,34.75,,,Bone Frag
SVG,07/29/2004,,RLP,1939A,91,H-9,,,,14,3.5,14,3.75,,,,30,31,,,34,34.25,,,Smilodon tooth
SVG,07/29/2004,,RLP,1939A,91,H-9,,,,14,2,14,3,,,,29,29.5,,,31,31.5,,,Bone Frag
SVG,07/29/2004,"Tara Thara came Anne Lemoine, Denise Ruzicka, Judy Shcarf were all here today Kristen left at 2:30 so lots of people & one sam",,,,,,,,,,,,,,,,,,,,,,,
SVG,07/29/2004,,RLP,1939A,91,H-9,,,,14,5,,,,,,26.5,,,,27,28.5,,,Wood Piece
SVG,07/29/2004,,RLP,1939A,91,H-9,,,,14,5,,,,,,26,26.25,,,26,27,,,Bone Frag
SVG,07/29/2004,,RLP,1939A,91,H-9,,,,14,3,14,4.5,,,,27,28.5,,,23,24,,,Smilodon mesosternal element
SVG,07/29/2004,"*****",,,,,,,,,,,,,,,,,,,,,,,
SVG,07/29/2004,"Measuring in J-8",,,,,,,,,,,,,,,,,,,,,,,
SVG,07/29/2004,,RLP,2058A,91,J-8,,,,14,7,,,,,,5.75,,,,27.5,28,,,Bone Frag
SVG,07/29/2004,,RLP,2058A,91,J-8,,,,14,6.75,14,7,,,,12.25,12.75,,,31.75,32,,,Bone Frag
SVG,07/29/2004,,RLP,2058A,91,J-8,,,,14,7.25,14,8.25,,,,12.5,13.5,,,31,31.5,,,Bone Frag
SVG,07/29/2004,,RLP,2058A,91,J-8,,,,14,8,14,8.25,,,,14,,,,3,3.5,,,Bone Frag
SVG,07/29/2004,,RLP,2058A,91,J-8,,,,14,8,14,8.5,,,,12.5,13,,,30.25,30.75,,,Bone Frag
SVG,07/29/2004,"1958A",,,,,,,,,,,,,,,,,,,,,,,
SVG,07/29/2004,,RLP,2058A,91,J-8,,,,14,4.75,14,5,,,,9.5,10.25,,,23,23.75,,,Bone Frag
SVG,07/29/2004,,RLP,2058A,91,J-8,,,,14,5.5,14,5.75,,,,12,13.25,,,23.75,24.25,,,Bone Frag
SVG,07/29/2004,,RLP,2058A,91,J-8,,,,14,6,15,0,,,,24,30,,,18,24,,,dermal ossicles
SVG,07/29/2004,,RLP,2058A,91,J-8,,,,14,6,15,,,,,18,24,,,24,30,,,dermal ossicles
SVG,07/29/2004,,RLP,2058A,91,J-8,,,,14,6,,15,,,,12,18,,,24,30,,,dermal ossicles
SVG,07/29/2004,,RLP,2058A,91,J-8,,,,14,6,15,,,,,12,18,,,30,36,,,dermal ossicles
SVG,07/29/2004,,RLP,2058A,91,J-8,A,P,M3,14,,,.5,14,7.25,,,.5,8.25,,30,29,30,,Smilodon jaw
SVG,07/29/2004,,RLP,2058A,91,J-8,,,,14,,14,1,,,,35,36,,,30,30.5,,,Smilodon phalanx
SVG,07/29/2004,,RLP,1939A,91,H-9,LtTP,NS,RtPOZ,14,,,.75,14,4.5,,28,,28,,,.5,31.25,,C. dirus vert
SVG,07/29/2004,,RLP,1939A,91,H-9,,,,14,4.5,14,5,,,,29.5,30.5,,,31,32,,,Ident Bone
SVG,07/29/2004,,RLP,1939A,91,H-9,,,,14,4,14,4.5,,,,29,30,,,31.25,32,,,Smildon mesocuneiform
SVG,07/29/2004,,RLP,1939A,91,H-9,Px,Dt,D2,13,11,14,,14,3,,30,,28.25,,,.25,29.75,,Aves Tarsometatarsus
KEV,07/29/2004,"Here at 7:30 w/Samantha Green",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/29/2004,"Nancy here at 7:45",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/29/2004,"Jean Moore here @ 8:30am",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/29/2004,"Judy Scharf here @ 8:45am",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/29/2004,"Off we go to glop",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/29/2004,"Denise R. here at 9:00am",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/29/2004,"Judy and Jean in H-9",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/29/2004,"Denise in J-8",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/29/2004,"Nancy doing the dishes",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/29/2004,,RLP,2058A,91,J-8,,,,14,8.25,14,8.75,,,,20.5,21.25,,,22.75,23.75,,,Bone frags
KEV,07/29/2004,,RLP,2058A,91,J-8,,,,14,6,15,,,,,18,24,,,18,24,,,dermal ossicles
KEV,07/29/2004,,RLP,2058A,91,J-8,,,,14,4,14,7,,,,11,16,,,21.75,23,,,Glossotherium rib frag
KEV,07/29/2004,"19",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/29/2004,,RLP,2058A,91,J-8,Px,Dt,PT,14,7,14,,14,7,,14,,14.5,,,.75,21,,Smilodon metapodial (Rt V)
KEV,07/29/2004,"19",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/29/2004,,RLP,2058A,91,J-8,,,,14,3.75,14,6,,,,12,14,,,21.5,24,,,ident bone frag (Herbivore)
KEV,07/29/2004,"1958A",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/29/2004,,RLP,2058A,91,J-8,A,P,M1,14,,,.5,14,6,,,.5,8,,21,23,23.75,,Smilodon lower jaw
KEV,07/29/2004,"Anne Lemoine here @ 10am, in H-9",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/29/2004,"1958A",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/29/2004,,RLP,2058A,91,J-8,AC,PC,NS,14,,,.75,14,6,,,.75,12,,,.5,23.5,,Smilodon centrum vert
KEV,07/29/2004,"cervical",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/29/2004,"c/b AKT 2/24/08",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/29/2004,"19",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/29/2004,,RLP,2058A,91,J-8,Px,Dt,Tub,14,,,.5,14,6,,,.25,6.75,,32,,32.25,,Smilodon rib
KEV,07/29/2004,"19",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/29/2004,,RLP,2058A,91,J-8,,,,14,4.25,14,5.25,,,V to D,6,7.5,,,28,29,,,Smilodon phalanx
KEV,07/29/2004,,RLP,2058A,91,J-8,,,,14,8.5,13,8.75,,,,16.75,17.25,,,25.5,26.25,,,Bone fragment
KEV,07/29/2004,,RLP,2058A,91,J-8,Px,Dt,Tub,14,,,.75,14,8,,,.25,21.5,,,.25,21.5,,C. dirus juvenile rib
KEV,07/29/2004,,RLP,1858A,91,J-8,,,,13,8,13,11.5,,,,0,5,,,15,20,,,Fragment of larger bone in Southern part of grid (lower jaw? of lg herbivore)
KEV,07/29/2004,,RLP,1858A,91,J-8,,,,13,6,13,8,,,,0,3,,,14.5,16,,,Broken pieces of surface bone mass
KEV,07/29/2004,,RLP,1958A,91,J-8,,,,14,,14,.75,,,,35.5,1.5,,,8.25,10.25,,,Ident bone frag
KEV,07/29/2004,"(herbivore ankle bone?)",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/29/2004,,RLP,2058A,91,J-8,Px,Dt,RT,14,1,13,,14,.5,,.75,,35.5,,,.25,10,,Smilodon juvenile radius
KEV,07/29/2004,,RLP,2058A,91,J-8,,,,14,7.75,14,8.5,,,,16,16.75,,,9,9.5,,,Smilodon phalanx
KEV,07/29/2004,,RLP,2058A,91,J-8,,,,14,8,14,8.25,,,,16,16.5,,,10,10.75,,,Wood
KEV,07/29/2004,,RLP,2058A,91,J-8,,,,14,6.75,14,8,,,,14.25,15,,,10,10.75,,,Smilodon (distal end) of a metapodial
KEV,07/29/2004,"Tara Thara here at 12:00 in H-9",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/29/2004,,RLP,2058A,91,J-8,,,,14,6.25,14,6.75,,,P to A,14,15,,,10,,,,Rt. Small femur (Aves?)
KEV,07/29/2004,,RLP,2058A,91,J-8,,,,14,7.75,14,8,,,,14,14.75,,,7,7.75,,,Bone fragment
KEV,07/29/2004,,RLP,2058A,91,J-8,,,,14,7,14,7.75,,,,12.5,13,,,5,5.25,,,Bone Fragment
KEV,07/29/2004,,RLP,2058A,91,J-8,,,,14,7,14,7.25,,,,11.75,12.5,,,4.25,5,,,Wood
KEV,07/29/2004,,RLP,2058A,91,J-8,,,,14,7,14,7.75,,,A to P,10.25,13.75,,,7.5,9.75,,,Aves tarsometatarsus (Px end)
KEV,07/29/2004,,RLP,2058A,91,J-8,,,,14,5.5,14,7.5,,,,8.5,10.25,,,8.25,9.25,,,Glosso Bone fragment
KEV,07/29/2004,"c/b AKT 02/24/08",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/29/2004,,RLP,2058A,91,J-8,,,,14,7,14,7.75,,,,8.75,9.75,,,8.75,10,,,Vert. fragment
KEV,07/29/2004,,RLP,2058A,91,J-8,,,,14,6,14,7,,,,9.5,11.5,,,7,10.5,,,Bone fragment
KEV,07/29/2004,,RLP,2058A,91,J-8,,,,14,6,,,,,,18,24,,,6,12,,,Dermal ossicles
KEV,07/29/2004,,RLP,2058A,91,J-8,,,,14,8,14,8.25,,,,23.5,25,,,12,12.25,,,Aves bone fragment?
KEV,07/29/2004,,RLP,2058A,91,J-8,,,,14,6.5,14,7.5,,,,28.25,28.75,,,11.5,12,,,Distal epiphysis of femur
KEV,07/29/2004,,RLP,2058A,91,J-8,,,,14,7.5,14,8.25,,,,29.25,30.75,,,9.75,11.25,,,Wood
KEV,07/29/2004,,RLP,1958A,91,J-8,,,,14,5.75,14,6,,,,9,9.75,,,5,5.25,,,Bone fragment
KEV,07/29/2004,,RLP,2058A,91,J-8,,,,14,6,14,6.75,,,,12,12.75,,,32,32.5,,,Bone fragment
KEV,07/29/2004,,RLP,2058A,91,J-8,,,,14,7.5,14,8,,,,17,17.75,,,32.5,33,,,Bone fragment
KEV,07/29/2004,,RLP,2058A,91,J-8,,,,14,7.75,14,8.5,,,,14,15,,,32.75,33.5,,,Small (distal end) scapula)
KEV,07/29/2004,,RLP,1958A,91,J-8,,,,14,5.75,14,6,,,,6.75,7.5,,,29.25,29.5,,,Wood
KEV,07/29/2004,"Left @ 3pm b/c I had a doctor’s appt.  Sam closed up.",,,,,,,,,,,,,,,,,,,,,,,
SVG,07/30/2004,"It is a cool morning maybe it will save us from the heat.  We have fewer volunteers scheduled today so it will be a change from yesterday.  Glopping began around 8:30 as well as clearing out pit 9 for the media.",,,,,,,,,,,,,,,,,,,,,,,
SVG,07/30/2004,,RLP,1939A,91,H-9,,,,14,3,14,3.5,,,,30,30.5,,,24.5,25,,,Bone Frag
SVG,07/30/2004,,RLP,1939A,91,H-9,,,,14,3.75,14,4,,,,29.5,30.25,,,25,25.5,,,Bone frag
SVG,07/30/2004,,RLP,1939A,91,H-9,,,,14,3.5,14,3.75,,,,30.5,30.75,,,25.5,25.75,,,Bone Frag
SVG,07/30/2004,,RLP,1939A,91,H-9,,,,14,4,14,4.5,,,,28.75,30,,,26.75,27.75,,,Bone Frag
SVG,07/30/2004,,RLP,1939A,91,H-9,,,,14,4,14,4.25,,,,29.25,29.5,,,23.75,24.25,,,Bone Frag
SVG,07/30/2004,,RLP,1939A,91,H-9,,,,14,3,14,3.5,,,,2.25,3.25,,,10.75,13,,,Cobble.
SVG,07/30/2004,,RLP,1939A,91,H-9,,,,14,4.75,,,,,,29.5,29.75,,,27.25,27.5,,,Bone frag
SVG,07/30/2004,,RLP,1939A,91,H-9,,,,14,3.75,14,4,,,,30,31,,,26,26.75,,,Bone Frags
SVG,07/30/2004,,RLP,1939A,91,H-9,,,,14,2.5,14,4,,,,30.5,31.25,,,26.5,27.25,,,Cobble
SVG,07/30/2004,,RLP,1939A,91,H-9,,,,14,4,14,4.5,,,,26.75,27.75,,,29.5,30.5,,,Bone Fragment
SVG,07/30/2004,,RLP,1939A,91,H-9,,,,14,4,,,,,,31,31.5,,,26.25,30.5,,,Bone Frag
SVG,07/30/2004,,RLP,1939A,91,H-9,,,,14,4.75,,,,,,28.75,29,,,27.5,,,,Bone Frag
SVG,07/30/2004,,RLP,1939A,91,H-9,,,,14,3.75,,,,,,30,,,,23.5,24.25,,,Bone Frag
SVG,07/30/2004,,RLP,1939A,91,H-9,,,,14,4.75,14,5,,,,28.75,,,,24,24.25,,,Bone Fragment
SVG,07/30/2004,,RLP,1939A,91,H-9,,,,14,4.5,14,5.25,,,,28.5,29,,,27.25,27.75,,,Bone Fragments
KEV,07/30/2004,"Here @ 9am.",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/30/2004,"Nora Bloch and Anne Lemoine here",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/30/2004,"Sam G & Nancy O here also",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/30/2004,"Anne with me in J-8",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/30/2004,"Nora w/Sam in H-9",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/30/2004,,RLP,2058A,91,J-8,,,,14,6.5,14,7.5,,,,11.5,12.5,,,23.25,24,,,C. dirus phalanx (left)
KEV,07/30/2004,,RLP,2058A,91,J-8,Px,Dt,FC,14,,,.25,14,6,,,.75,9.5,,28,28,27.5,,Aves femur
KEV,07/30/2004,,RLP,2058A,91,J-8,Px,Dt,PT,14,,,.25,14,6,,,.5,6,,,.5,27.25,,Smilodon metapodial
KEV,07/30/2004,,RLP,2058A,91,J-8,,,,14,6,14,6.25,,,,12,12.25,,,21.5,21.75,,,Bone fragment
KEV,07/30/2004,,RLP,2058A,91,J-8,,,,14,6.25,14,6.5,,,,11.25,12.25,,,20,20.5,,,Bone fragment
KEV,07/30/2004,,RLP,2058A,91,J-8,,,,14,6.5,14,7,,,,12,12.75,,,19.75,20.25,,,Bone fragment
KEV,07/30/2004,,RLP,2058A,91,J-8,,,,14,6,14,6.5,,,,12,12.75,,,20,20.75,,,Bone fragment
KEV,07/30/2004,,RLP,2058A,91,J-8,,,,14,6,14,7,,,,13,13.75,,,19,19.5,,,Bone fragment
KEV,07/30/2004,,RLP,2058A,91,J-8,,,,14,8,14,8.25,,,,15.75,16.25,,,25,25.75,,,Bone fragment
KEV,07/30/2004,,RLP,2058A,91,J-8,,,,14,6.5,14,6.75,,,,3,3.5,,,20,20.5,,,Ident Bone fragment
KEV,07/30/2004,,RLP,2058A,91,J-8,,,,14,8.5,14,9,,,,19.75,20.75,,,20.25,20.75,,,Ident bone frag
KEV,07/30/2004,,RLP,2058A,91,J-8,AC,PC,NS,14,,,.5,14,7.25,,,.25,13,,25,25,25.75,,Smilodon vert
KEV,07/30/2004,,RLP,2058A,91,J-8,,,,14,6,14,7,,,,11.5,12.5,,,28,29.25,,,C. dirus scapholunar (Rt)
KEV,07/30/2004,,RLP,2058A,91,J-8,,,,14,8,14,8.75,,,D to V,30.5,31,,,20.75,31.5,,,(distal end)
KEV,07/30/2004,"C. dirus metapodial",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/30/2004,,RLP,2058A,91,J-8,,,,14,7.75,14,8,,,,27.75,28.75,,,20,20.75,,,Wood
KEV,07/30/2004,,RLP,2058A,91,J-8,Px,Dt,PT,14,6,14,6,14,6.5,,,.25,12.5,,,.25,22.5,,Smilodon metapodial
KEV,07/30/2004,,RLP,2058A,91,J-8,,,,14,6.5,14,6.75,,,,14,14.75,,,19,19.25,,,Bone fragment
KEV,07/30/2004,,RLP,1958A,91,J-8,,,,14,5.25,14,5.5,,,,10,10.75,,,22,23.25,,,Bone fragment
KEV,07/30/2004,,RLP,2058A,91,J-8,,,,14,6.75,14,7.5,,,,8.25,9,,,31.25,32,,,Bone fragment
KEV,07/30/2004,,RLP,2058A,91,J-8,PT,Dt,Px,14,,,.5,14,7.25,,,.75,10.5,,,.5,27.25,,C. dirus metapodial
KEV,07/30/2004,,RLP,1958A,91,J-8,,,,14,5.5,14,6,,,,9.75,10.25,,,22,22.75,,,C. dirus Rt cuneiform
KEV,07/30/2004,,RLP,2058A,91,J-8,,,,14,6.5,14,6.75,,,,34,34.5,,,7.75,8.25,,,Aves (px end) scapula
KEV,07/30/2004,,RLP,2058A,91,J-8,,,,14,9.25,14,9.5,,,,30.75,31.25,,,7.5,8,,,Vert (anterior) epiphysis
KEV,07/30/2004,,RLP,2058A,91,J-8,,,,14,9,14,9.5,,,,29.75,30.25,,,8.5,9,,,Bone fragment
KEV,07/30/2004,,RLP,2058A,91,J-8,,,,14,8,14,8.25,,,,33.5,34.25,,,5.5,6.5,,,Wood
KEV,07/30/2004,,RLP,2058A,91,J-8,,,,14,10,14,10.25,,,,19,20.5,,,8,8.25,,,Wood
KEV,07/30/2004,,RLP,2058A,91,J-8,,,,14,7,14,7.25,,,,12,12.5,,,5,5.25,,,Bone fragment
KEV,07/30/2004,,RLP,2058A,91,J-8,,,,14,8,14,8.5,,,,9.5,10,,,12,12.5,,,Ident bone fragment
KEV,07/30/2004,,RLP,2058A,91,J-8,,,,14,7,14,7.5,,,,11.75,14,,,6.5,8,,,Px epiphysis of a tibia
KEV,07/30/2004,,RLP,2058A,91,J-8,Px,Dt,Sus,14,8,14,,14,8.5,,16,,16,,6,,6.75,,C. dirus calcaneum
KEV,07/30/2004,,RLP,2058A,91,J-8,,,,14,8,14,8.5,,,,26,26.75,,,11.25,12,,,Bone fragments
KEV,07/30/2004,,RLP,2058A,91,J-8,,,,14,9,14,9.25,,,,16.5,17.5,,,5.25,5.5,,,Small juvenile femur
KEV,07/30/2004,,RLP,2058A,91,J-8,,,,14,6.5,14,9.5,,,,13.5,16,,,5.5,9.5,,,Herbivore long bone frag
KEV,07/30/2004,,RLP,2058A,91,J-8,,,,14,9,14,9.5,,,,15.75,16.5,,,7.25,8,,,C. dirus terminal phalanx
